6801,13727
14735,17867
9159,20255
15047,21970
2406,13152
6298,8775
11276,20372
10289,21097
20768,22568
2749,21495
13523,15968
12337,22397
5460,20353
12763,18325
15443,20195
12497,17875
8844,16537
857,13210
3975,16086
17398,18133
7432,10759
9422,12375
12671,14162
868,18521
9031,20907
2914,5019
13805,21656
1556,6927
9428,22247
11572,20885
14618,19661
5417,13641
6792,12318
7307,10388
1486,9284
9789,13479
520,2414
8410,13482
17109,17374
14950,19144
11274,18232
7800,11388
17792,18974
9243,21285
2125,11903
8375,11143
9965,20199
6211,8073
2120,11766
17885,18093
7882,19431
17444,21106
5918,21106
9438,13938
89,10118
14307,21576
7370,20768
4821,11658
9605,21546
5585,16202
1477,5954
11100,11409
5672,15520
11573,14913
1453,17875
8563,14944
2639,20136
8840,13200
9901,11648
960,8721
567,8151
1824,6990
7006,22101
14277,21876
8840,22774
11036,19495
11947,16361
14235,17349
13164,13404
12117,16943
3475,18698
19076,19076
4199,15273
8361,13769
6320,16197
10310,21242
12332,15520
3882,11644
19843,21646
10542,18375
3999,8701
8775,9457
2786,12505
628,8801
10702,18520
971,18133
9037,10580
17103,20617
8578,15246
7024,17145
8156,21053
3560,22582
3989,13292
12681,17814
8589,21034
1064,18539
1167,15342
12353,18825
11192,12116
9873,22538
1704,19564
2092,8373
10580,13664
5766,18786
13607,14430
2120,13157
2753,9603
8775,21903
14268,18907
10602,14633
14950,20674
8194,9596
9405,14957
14870,16148
1932,4995
7257,14957
7530,11036
2334,6893
16898,20991
10483,17700
2888,5357
9201,14126
6301,16819
12221,15944
2639,3989
3773,7729
3788,21231
4314,18510
7949,20305
6673,8700
4196,18941
18867,19712
5418,19754
8787,9635
5877,21825
1167,2183
11409,13591
3773,22948
8028,21034
3540,14417
3335,22639
6628,11651
4646,16382
7118,13108
6448,16349
6046,14439
6578,15289
17214,21488
3619,21020
373,9448
3515,12870
8687,14251
2698,13645
4009,15027
7844,18774
8434,12397
5696,17214
11962,12353
8151,9603
18774,18825
1022,13319
6419,11265
2981,10839
2467,10624
5624,18133
8182,19076
2639,12402
8255,9196
989,22450
1217,13461
3999,22289
20943,20991
5542,11626
11761,18082
9956,19057
7477,11759
3788,16106
11628,11632
4333,21876
1257,12332
9646,19982
11388,14162
3895,6251
3097,16382
4333,11663
4306,11384
9524,19507
6897,10259
1875,21053
4397,22730
2125,9440
16349,18019
9041,10967
7854,20429
15503,17617
2422,19313
2909,14054
156,20692
4333,10930
13698,19973
1461,10303
9945,18133
3457,18095
19366,19748
9635,21646
8596,9003
1167,21456
11606,17559
4238,11658
15778,21014
8701,13404
11036,19345
1185,13891
12763,13965
17040,18823
7990,17458
7944,10066
12116,22233
8434,17642
10482,10482
11904,22655
4821,16943
10589,13865
2166,18748
2294,5659
14109,16700
1925,17136
8541,9469
20175,21646
2464,13292
2415,16242
1451,16435
3496,18689
17044,21786
15246,18774
3964,4554
4624,4792
7418,14343
1973,3088
11910,17430
2698,3020
5256,12763
3601,9385
139,16446
6720,19344
7081,15040
19171,21034
15520,20028
11599,20148
2831,18230
22360,22896
11962,16435
4166,11086
12763,19737
1167,6454
6685,11962
12933,19737
6578,20199
2083,21848
2723,20579
3832,14491
1507,19264
7962,17536
14095,17032
18598,20338
8140,12141
16609,19171
18657,21124
4868,18774
6803,22702
2847,19653
8486,21014
9440,11409
14903,17065
12870,16888
4238,6365
1751,14563
20,5165
2981,19837
8700,20010
7330,21014
11359,15767
1169,21978
14734,19124
428,18412
9422,9603
4199,4733
13724,15025
1966,5690
6124,13805
6109,18544
14439,18686
2145,9728
9603,16696
16839,22321
10404,19343
15776,17758
18356,19876
4357,17642
1558,16537
6862,21541
12290,12910
5918,20033
2464,17283
2075,19666
6134,15706
13069,21679
2145,2471
2784,12417
1910,4738
5630,13308
7006,11189
7250,22779
12437,14956
290,10635
9243,10234
13767,22373
6211,9556
7075,9425
19750,19838
3579,17593
22373,22691
8316,12353
9348,22008
13938,14591
11971,13891
4554,12114
3619,5954
7452,14843
4208,19666
6653,13318
12694,20202
6588,20722
3644,9123
1490,18961
8132,15250
10512,14723
1789,17066
2183,21363
20497,21680
5619,18724
3572,13817
6602,22610
18163,19167
15491,16273
13845,18882
18310,22336
5555,16585
8387,21784
920,22220
12125,15382
7268,17145
6111,15252
2479,6993
13176,19507
15563,15563
1687,8434
9522,12495
7306,10346
3501,18095
6454,22568
12011,13126
2988,9590
8578,19866
3975,19976
18775,21656
8140,11086
18585,22253
9045,21970
7081,9626
10220,14579
5424,12742
333,20664
21058,21106
7303,8775
1064,6096
3788,22545
4108,19313
4314,15252
9534,11606
5545,21424
2576,7307
10220,16534
12096,21289
11554,17193
4733,20308
15984,17109
11265,13817
14404,17366
3049,14133
1448,13254
22545,22905
2002,11997
9824,17268
20991,21106
6150,6929
12870,16605
4096,5021
16349,16543
7167,21377
17228,19805
16819,20352
12412,22677
14724,19171
8701,17202
14066,19093
8578,9170
8611,16108
2818,6976
12375,14343
6163,13479
7114,12243
5694,18044
4868,12096
4166,16381
16741,19579
13245,22404
385,11265
16521,19704
6536,18607
11870,12870
6109,21460
1932,2120
1167,17119
5795,17103
5862,9524
4776,13931
5177,9556
8140,10344
18070,21470
1619,20873
4199,19332
11655,13522
926,20068
1994,12517
7882,16420
8944,22900
2347,11036
688,11891
10839,17900
2479,13654
18964,21289
5875,15483
13108,18110
13957,17537
8609,9295
1824,21903
21945,22160
12080,12870
2471,5795
1848,6490
5280,16163
12870,15109
1430,18749
12635,13164
8316,20664
12476,15420
6374,16609
12694,16537
12063,18775
8861,13521
1257,9434
8712,22780
1558,3132
4895,9712
13501,15901
249,18377
2121,6518
2995,14980
1468,13570
15520,19540
19560,21020
7546,20632
322,6823
13647,17228
628,1257
13957,17458
2357,13525
707,4084
21028,21285
11766,17435
1937,17754
1683,8996
15777,18765
2039,11409
7108,11159
11100,11648
14734,18775
8182,21633
8796,22346
150,11627
13523,21903
12141,16420
13134,21939
14060,20278
11203,21034
1149,8717
18995,21418
10234,15520
6681,8073
6673,14343
6083,19698
1710,11626
6990,18910
628,21016
2408,14944
6448,22398
16104,17193
4238,4906
5900,10344
20516,20820
8504,16537
2377,19344
2400,15246
10639,12497
5413,7094
5695,21864
4868,14950
1257,14842
9561,16051
21340,22479
1875,6598
1687,11409
15605,19026
3572,11962
4238,20199
613,8789
7086,21848
7174,11889
10118,13044
18974,19051
6410,18427
6466,8796
8605,14950
10473,11086
5843,8311
5019,9387
4802,8801
6299,8259
10429,20792
240,9917
12375,22584
14950,19076
5191,19256
6046,16381
2294,2968
9448,19712
10473,19144
17119,20943
17374,18190
7034,15434
5177,8700
17971,19907
15776,19907
18739,21864
3151,14065
13479,20202
15651,18384
7341,19774
12011,18229
246,9920
4772,14343
2294,22321
2700,16681
19698,22680
4374,19950
12337,21248
7882,17941
13482,18500
3713,9023
8316,14872
8775,12096
2749,18563
2464,7694
6454,18883
12671,19971
5413,14126
1842,20692
245,1767
3387,9608
9851,18050
4299,18919
2075,8182
10234,22626
9379,14261
180,21276
936,18484
4854,5792
13847,15047
2543,8771
9636,11288
750,5903
11655,13750
10602,12505
1271,4739
4906,18689
8373,14123
520,6044
2464,8717
3998,13479
2495,6965
1486,13698
4096,19564
11274,15602
2464,13965
16714,21373
1810,9548
15050,18715
8687,19986
5019,22655
565,3467
8410,17027
20965,21442
1106,18775
21014,21635
857,989
1483,21722
755,4835
3835,8512
17652,21806
18521,18717
263,12634
4539,6046
2415,15984
11573,12288
10589,10625
3601,18520
20901,22746
1463,17252
12244,13334
1897,4007
8748,13607
8073,18974
737,12041
13025,19230
5137,21876
9342,16896
12117,13155
10118,14404
18775,18964
4096,9448
14060,18774
8701,11373
1049,2063
19666,21377
6968,11655
16819,22373
14060,22289
2464,15837
745,18547
14604,19959
374,22737
236,10915
21633,22900
5672,13820
1632,20807
17448,20604
8861,11897
6603,7257
2044,2377
15891,21205
9567,17754
10823,22522
1244,19051
2888,15169
4001,22103
4821,6389
9000,19542
7061,21394
3168,15037
3512,10341
10234,18920
18935,21222
886,6369
16346,20836
3805,11477
18958,21419
1937,2422
13319,22303
18970,20566
14670,22545
8701,22804
12927,22252
6965,9243
5825,21385
5309,11904
13482,20116
1570,20168
15101,17103
11477,15778
8620,19005
1687,13051
2408,8312
4138,20515
10118,11889
2623,13155
9635,12763
6823,14107
57,10660
4357,19204
5429,21806
16284,17024
11100,18959
13617,22346
15125,20970
4853,10823
5863,20352
1532,1532
15273,21116
6299,19407
11276,13056
5038,16348
6914,12353
13429,21806
5766,7567
1874,11059
3489,7086
5585,12318
1022,4868
274,8181
11568,18044
9920,20351
9179,15443
3993,11409
13132,21925
4220,15274
5719,15891
7360,7360
16847,21851
21034,22530
8166,17136
11085,20124
3899,21187
1257,17646
13482,16906
8339,19076
4271,5827
11962,16839
14950,22187
12096,12655
14574,21656
10220,18939
15459,19774
11971,19642
1767,11663
16839,19642
2301,20768
2063,20351
11794,13299
414,14583
6993,19474
8892,12487
2798,8596
9592,21106
11086,16349
17970,19722
2543,17904
2308,3155
14950,18582
5555,22345
9118,9179
8455,16632
9177,18521
5267,19907
3496,8217
9939,14458
3558,18717
2174,20351
2698,11687
156,12786
18824,22432
9034,17228
5016,7305
5016,20669
6046,16580
13687,21350
1762,16420
4334,9480
13461,15997
15253,20991
22992,22992
5019,17268
1356,22508
10215,15459
4995,17904
1747,14539
9603,19560
1499,8835
7084,17374
18387,22702
4624,22353
11821,17214
1406,15692
8717,9806
707,17476
9348,21014
13001,16106
6929,7967
12567,22187
10557,14162
4679,13181
3958,4308
12875,21903
22933,22933
3132,10930
2596,11138
10243,20669
5165,11794
13640,16819
6161,22799
5695,17196
5941,14475
17349,20566
2360,3692
1217,11086
6652,19735
12829,16867
19045,22545
2170,22360
4238,6454
12866,20873
14439,18126
1244,19413
2859,19080
16898,19704
14625,15229
17085,22260
1722,5036
1574,22974
6823,9363
15562,20148
14895,15231
6074,21939
15899,20589
6048,13069
4357,6295
4792,15562
2416,19250
9313,11841
5516,21945
10166,20579
5600,11897
528,2637
14950,19034
868,17103
9480,16215
3252,5800
3564,17119
5600,6952
5757,20013
3649,21964
18558,20129
10519,15025
12665,20579
22559,22559
3951,17202
8191,13479
15090,18392
9446,19078
18107,20589
7243,19766
7980,14343
14774,15520
8605,21952
9342,14133
14477,21295
17814,21437
2149,8368
13523,15728
11036,13277
4110,12927
6363,19944
111,13931
2479,21876
5137,14957
6945,9903
11430,18810
374,22522
5215,10216
417,5098
12505,22730
1775,19843
1549,18414
17435,21806
657,5151
19766,19957
15109,19078
5098,11036
12437,17941
5208,21213
7766,14328
17374,18910
19054,19162
7230,16819
14723,21276
7680,19907
16098,17145
2914,17465
11663,20408
1351,2700
12410,13904
8073,17939
16683,20278
8701,15491
4536,22398
6720,6822
4374,11533
2432,13056
1587,15076
1265,16460
1406,21806
10607,12375
1816,22603
9634,11392
1486,21506
18974,19060
8180,22187
6981,15893
4799,16819
2639,15778
8283,13338
1819,11032
16847,19754
6993,16696
920,6536
21321,21814
3168,9948
5775,16241
12694,13117
7267,7880
13523,17971
7260,8180
12397,19666
3826,19264
1848,17118
13479,21945
2223,20921
14248,16550
18070,22006
16013,19567
5800,13033
5877,13698
8316,11409
562,4868
7977,19144
11100,19915
4821,7418
2874,11681
5655,8441
15040,15944
9537,16142
5309,18715
20617,22677
7906,13152
3601,7230
8646,17975
8275,16202
2874,13817
1842,19737
12763,19651
16537,19542
1828,15836
14944,14946
13479,21876
435,16257
4817,10388
5795,13461
10839,13654
2139,10726
19419,19419
1994,9955
15043,19560
9000,11261
2467,8481
12716,18306
2465,17024
12568,20134
4187,21470
15415,19829
11234,22929
4299,10580
13108,13589
1751,3566
1704,10093
13337,14871
758,3559
193,8275
1704,13372
10905,11086
7560,17792
9592,11036
10580,22872
13942,18390
3035,5303
1356,5735
6083,14260
7359,18499
14957,18765
7230,22545
11316,18082
8073,9031
9118,10725
3540,19788
11100,18024
7990,19971
13404,14261
8835,11651
5903,21276
4199,5088
1747,8366
10734,11817
5424,9608
6649,21939
5555,5717
5177,21124
3155,16696
1114,12485
1486,18436
8287,12080
13568,15443
8801,11560
5443,18805
8101,9728
7502,20669
17374,20921
15151,19829
6250,21640
1356,15767
5019,11628
11754,22463
16839,19843
3591,10093
21287,22008
3564,18689
8717,13482
4142,19468
11512,17869
618,3403
1217,13591
5418,16215
11691,17374
16896,19017
417,8976
19800,22254
11129,16791
2874,19076
1463,8316
9856,14251
20195,22067
5718,14715
8873,16293
4314,8835
2176,7267
13044,20690
15650,16896
5954,21970
5727,21014
7081,10051
1265,8547
147,11280
3618,3773
11687,17945
10045,19264
5672,16896
20939,21053
5766,11059
14080,21745
5509,19264
11870,14870
15507,18547
3501,20168
2078,9534
13482,22545
6965,17295
20199,20612
3528,19805
14600,20278
4522,18384
5857,8784
13817,20269
1406,19666
12290,14261
21231,22500
9438,12243
14495,17103
2543,7088
156,3960
1704,1908
11573,12013
11189,17002
16683,22682
17536,21939
2121,8766
14872,18547
4985,5418
3116,18867
5157,7896
8766,10220
245,11607
20199,20841
14734,18825
13052,21017
18765,19162
16148,19045
12117,21394
4666,20195
485,12870
12397,14546
4677,16349
14734,19507
5668,9917
17754,20664
22463,22630
9405,17202
2145,18867
6990,17119
4290,12141
657,9051
9448,17085
435,22168
142,18585
7101,17232
11534,20032
19091,19843
13403,18521
1217,19091
16537,17119
1814,19093
240,15025
9560,9576
6308,14948
2408,18774
13264,15546
6537,22489
1485,3186
5165,9592
1356,17398
9492,22489
7784,9355
513,515
142,515
9917,18195
7307,20262
16863,16863
7800,18765
4478,21970
10953,18427
11100,15984
8785,11282
1486,4166
5191,16698
5256,11086
18436,22373
3591,5392
4666,12175
3496,7558
3590,18915
5740,18523
11265,22671
15899,17234
15842,16141
11947,14516
8395,15901
12117,21289
2479,6613
6694,11050
9901,22067
9789,16683
13609,13980
12875,19560
19344,21242
405,3644
7331,17904
6536,19162
792,9428
1271,2341
5527,11644
7844,19256
14895,19171
17228,20991
5374,5413
11419,22272
12295,21653
18019,22359
1217,11021
3253,4084
5177,16527
4634,9080
896,896
7648,13736
1486,17145
15082,22006
12390,15948
3501,17027
1257,20835
12583,19775
1320,18728
5735,12856
20278,22345
14107,20351
312,6588
12933,20013
1788,12881
20991,21329
8073,9789
5409,14168
1574,20068
6403,19370
11282,17536
15899,16819
317,362
10512,18774
6639,10710
16930,21601
8486,15003
246,8226
5718,6578
567,22398
18310,18749
6369,13820
19034,19264
1932,2874
3467,3467
5098,17904
16534,19829
14916,19264
2977,15125
10186,16148
6862,20195
16068,19415
17103,21324
292,417
565,19357
1789,12141
6199,19781
5199,21231
19331,19331
18817,19264
8481,9789
9470,17758
15511,19091
2377,4238
6007,16952
19750,22620
8840,10220
4292,18511
8771,21601
7882,10289
246,11681
9428,9467
6747,15936
13403,19894
1545,3964
5084,16632
8885,16917
2416,18095
3692,21187
14056,19264
3805,4146
14756,15692
1493,17228
16008,19480
5863,8194
3252,5429
13580,14491
14430,22187
15650,17449
8796,13645
15153,22289
1610,22655
2456,6862
7977,21040
14458,16382
1425,13654
12413,12495
12875,20372
9281,22248
1556,13357
6150,10473
11681,20429
14237,15998
1232,3540
14417,17193
2637,16215
10186,13308
16898,18825
13506,17732
1724,19076
12948,19542
16632,20664
7980,11546
125,22522
7673,21601
5486,9348
1767,12455
142,5402
13472,13531
9603,14222
6536,19176
20352,22230
15246,19959
1751,16537
21418,22620
2784,17637
2464,7965
5795,11237
1558,9434
9041,12841
5418,21226
11259,13957
11280,16819
12841,18310
1932,1932
1704,13051
11374,21549
4367,21020
618,12117
7260,13501
1370,22008
2415,16527
3139,8790
8063,21710
9118,13956
4562,10396
8441,13341
4308,16346
2170,9238
5672,14290
9873,12381
12225,20202
4683,14109
1485,3020
17900,21346
11059,21312
6965,14843
936,11280
3219,22303
2029,5409
15043,20195
2253,14431
9342,19542
2909,6321
417,13531
14475,17713
1913,6927
17293,19666
3803,18995
1558,6708
4868,18310
2147,16783
2552,8372
21257,22472
2390,21324
11546,18825
10292,20265
2001,4476
2334,17399
781,17199
8151,17232
8701,13051
7174,8840
11606,17103
6602,20195
16086,22851
13482,14957
10022,13337
1704,16700
12358,20530
14583,17044
7452,12013
12141,12397
7094,16273
2415,8140
256,7289
241,10660
15382,16663
6613,14107
6968,8944
7280,11794
11195,20417
21970,22111
19829,22303
2301,12763
11962,20669
147,8275
2495,9179
17993,20202
10930,14181
7471,15721
8605,9654
19034,20408
5922,17046
5014,19468
7175,8900
11234,19345
11036,19872
11316,21900
11477,17366
18867,19034
14279,20351
1362,1764
3403,8073
11644,14328
9201,21604
5227,20768
12875,18762
13155,21806
2549,14641
6026,16520
4,6369
10602,22568
9377,17679
2833,9556
12933,14798
3644,9524
5695,12175
5424,9003
14475,16965
7958,19429
14781,22702
3179,21014
13429,22373
6041,18661
2033,16683
7313,7313
2539,20690
173,20788
2071,2176
4207,15030
6239,15772
14618,18995
289,4002
4371,10547
432,13820
99,6466
9123,22927
8368,21022
10602,14787
18082,20612
1433,11280
13914,20235
10234,12786
9965,17232
3989,13277
5718,15507
1687,10512
698,6603
7046,11032
3016,18867
15459,19666
1558,21851
7990,21633
8789,17418
5735,16086
14054,21432
2596,11421
19313,21144
6792,6990
7432,21646
4478,17458
12273,19026
2149,5527
1739,5795
2308,12933
1574,16847
12856,15229
8796,18686
7766,18183
567,15507
89,9318
8218,12240
16269,18539
1610,19313
8218,21864
17232,21656
1022,1425
236,22940
6445,16898
8803,10021
5717,19076
2465,10344
19162,22537
12559,13847
4640,7729
7118,16159
8820,19345
13522,14082
9723,19897
7800,15109
14055,19595
4264,11032
2408,20283
16658,17296
1486,18569
9919,21713
9150,22927
12503,16459
275,2159
11889,19250
7192,13664
12375,13957
11500,19160
21851,22463
688,12856
520,587
2968,5672
5165,12353
6168,7738
4333,10483
19904,21517
12358,17869
7670,9238
4,18663
9789,17579
5467,5672
6251,6993
2623,19144
2874,18775
12920,16871
11032,13957
9882,13319
7078,14895
7677,9342
4357,5900
19965,19965
17252,21903
10751,22287
12568,17119
15998,18774
11373,22836
10823,10917
12763,13482
9355,22630
9654,21903
2415,19704
18775,20342
19034,21394
1114,2251
16768,22008
8571,20231
1167,7926
13025,18715
7023,22289
5309,19176
1493,10511
8194,18775
16683,19702
8080,12490
9379,17228
758,13617
914,19766
868,1167
6044,11100
13051,21085
1653,4127
10215,20199
2223,21903
3962,8700
14363,18765
9182,17722
10604,15562
18867,21016
8194,8700
737,14222
12870,13956
414,3711
4414,12487
13404,16390
5005,18941
6976,11655
20547,22397
21058,22702
15229,19542
9207,22671
6613,19950
19666,20911
5333,6209
2422,5138
9123,16106
15640,18249
19256,21020
12875,18229
4096,17250
255,5795
4733,20188
5025,19410
14201,19078
9819,21806
12671,22397
971,3508
7080,17410
2341,2495
1767,16896
4868,19266
19806,20195
4425,10184
4314,21329
9080,17303
3788,15644
3373,7235
5021,20421
4227,22040
14461,18507
2416,6369
12942,15520
1632,3829
8368,16215
4142,14237
3788,22101
3882,15252
3403,20881
5740,16148
11409,21341
2292,18807
2700,8283
13605,15781
11546,20991
9177,12766
10604,12266
2784,22840
1320,18668
1486,1574
6929,7147
8132,8925
7289,12137
1433,1932
6916,16965
11778,16910
3619,22233
16098,17286
2737,21876
11494,16349
2044,11259
13461,18867
11821,19661
12621,19015
7502,21722
9179,17433
7457,19863
9123,17941
11800,20474
14790,21443
4679,16585
9274,18136
14005,14491
9522,20056
5202,8191
7307,11259
7034,13051
16534,20348
8395,20712
5918,15183
9205,20083
2306,4175
14112,19966
14235,15997
3916,22730
18484,21806
6990,21106
6321,7076
8775,19162
3307,9123
8393,20380
11681,16074
1775,11777
11794,13404
2909,4901
6325,16750
18450,18663
7034,9519
18483,20497
4289,10992
190,5863
2798,13052
5177,7980
12933,13617
21320,22610
12763,13299
9556,18325
8256,21978
2833,15443
6823,22577
6154,13051
19428,21773
405,11573
13482,15337
5900,22238
5863,18867
3415,13429
7076,19407
6965,10557
2075,9956
513,6613
4868,14723
520,19829
3902,14126
1356,7061
10545,18595
6044,21320
9470,17993
12397,22345
499,16273
15127,22556
1064,17465
3467,13501
4196,7530
10823,13980
7697,9668
5098,12681
6792,10741
16683,22610
4374,17497
22610,22630
6862,11606
19966,20722
17465,20307
3591,5772
10645,19707
16537,20195
2024,15348
11582,11582
2909,21654
7990,10621
8368,21058
15025,22449
2831,10557
2981,21673
22684,22804
2170,16346
21900,22500
12841,14735
5530,20195
15674,17846
5267,22303
202,16804
9177,11687
628,4001
6602,17458
1271,4108
19686,22016
4536,22544
1167,17078
5444,17353
17288,19396
17440,21308
8532,16952
5856,18728
16348,17103
4733,13482
5014,9971
6988,22423
432,19176
7075,10247
5998,15663
4187,8352
748,14781
2341,14956
5903,11265
19966,20859
1766,20122
5875,11655
14781,22004
513,11904
3805,5309
16197,19507
2038,18427
16491,22630
11293,21163
1141,16863
9,11282
10181,21312
5867,13640
18510,22545
888,10142
9138,14219
13337,17119
5177,11573
14261,16106
2360,2818
4238,9118
4290,5735
2170,6378
14652,17993
4,19748
7558,18325
13319,14005
57,5402
4836,7714
12381,22737
10323,15772
8180,15778
8796,15776
6518,21106
4827,14957
21900,22677
3601,21601
20909,21461
2549,18655
5098,20199
532,11638
2081,2081
5792,16183
2293,19735
3605,20119
960,12992
9687,19774
7023,9717
5215,19560
779,10278
11282,14591
15220,22545
5092,14563
16839,21020
11793,13762
22373,22373
12910,13714
6628,16086
12856,22804
4838,17374
8368,17044
4695,6863
820,12290
12290,21610
3252,16074
9147,18390
7432,18229
2050,12487
3999,22610
11606,19162
9633,11036
4969,19238
3826,11406
9440,12933
993,15594
4371,13847
3178,5530
12141,13155
8256,18739
11143,18567
9000,13404
6613,12763
3540,14908
156,11889
6965,8028
3255,16768
16683,18183
2335,5379
3692,5331
13817,17060
1271,7087
1897,11691
6484,15530
12265,20351
2092,9939
2341,20788
2415,8430
5867,19984
3964,15151
5542,13482
4289,19091
7118,7818
1100,10652
7024,18249
19666,20068
2347,15901
20195,21276
2495,20748
2614,4289
1789,10905
417,9428
2754,9844
10220,17251
5276,5276
11100,13508
2305,9355
9603,11021
13025,17060
7307,21633
11644,19054
8566,22235
9880,12671
9678,16078
3609,9548
4536,6110
19468,22961
4708,7167
7230,15153
5424,8191
4,16441
12995,18196
7828,8316
15778,21170
1356,10215
9138,22655
2874,19971
6203,17085
520,11265
6578,11681
6976,12063
12397,18775
2294,3591
1257,11117
872,13617
14760,17199
616,9141
1943,11036
6124,16662
8069,12280
3486,9049
13218,20308
14162,22639
6219,16956
12410,19642
820,14851
17209,20147
13885,21655
8321,13152
7844,8840
3619,6109
14461,19836
17046,18678
2968,9448
9223,15220
8730,13622
6369,13033
5518,10390
1665,8410
2360,14461
6814,21996
10596,21952
1330,16566
1425,16534
13617,21034
7980,8368
333,8717
4535,5177
13904,16349
2779,19542
14147,19245
3975,5098
14723,20943
451,10289
2360,15644
863,7670
11804,13479
10512,22260
11409,14126
6976,14458
6217,22373
18229,19704
8892,10045
5863,14543
3601,13640
4314,22545
6216,8796
20450,21806
1816,22545
290,1937
4208,18530
4314,18774
6046,8656
13200,15050
2833,14600
12669,17869
9348,18772
2818,7975
9590,20054
11316,11359
872,6109
12240,17579
1912,16273
1257,4142
16710,18995
11175,21831
1704,8140
6912,15109
6681,21851
1687,8151
4792,12413
5202,6490
3713,20269
4862,19577
8844,14913
11855,19076
13025,17945
10048,18805
15043,17119
11658,19929
5856,13372
15776,20991
8785,21124
1670,6304
5672,9467
8701,17881
9118,21020
3275,5059
7378,14895
3273,13943
506,1265
1788,21589
2408,3049
9619,21278
5689,9337
10589,20199
11250,16506
1739,10839
17440,19311
8000,17374
2023,4088
12290,18510
11059,14430
3549,18717
10602,15047
1739,7766
779,5689
2553,22103
10045,16537
13865,19713
868,18547
197,9203
16085,21115
3834,12404
12117,16383
1665,11889
18774,21825
8218,13461
528,5177
3052,10181
1912,11658
5467,8373
10220,15246
11206,14431
4308,22522
2471,5863
2397,20474
6454,10344
3118,15806
1463,20235
11103,13051
7958,12318
9971,16952
6887,14895
688,12412
5424,17109
11644,13482
2909,13134
202,19391
3805,11607
1913,8443
12410,20589
1493,13210
9379,17109
7444,16383
14219,19832
11962,13158
567,6990
2921,10261
17119,19866
16108,19431
13482,15178
5795,17349
13337,16381
3534,11409
5486,13943
9252,9438
2549,4322
3798,22545
8921,13231
6301,16051
6914,20646
6965,9428
4543,19162
11606,19701
6924,11085
9355,20669
9179,15153
10220,17214
3489,10998
5409,22101
290,12283
8084,8552
6862,22293
10436,18446
2749,14710
10220,13254
10483,21777
6157,8481
2596,20293
5417,15869
21022,22230
5054,20788
7268,14222
18521,18964
5706,8842
6510,6602
6214,6625
91,20235
5332,12539
1257,12063
5332,13337
8589,22449
2341,5954
4187,22397
562,12080
15047,22230
2436,12655
10344,18190
17024,20664
6798,6976
13023,22911
914,9469
12413,13482
7167,21394
12694,22293
12175,12766
12410,13820
8687,16683
4376,8226
9905,16153
17349,19737
1131,13429
2623,4308
1704,5418
14724,21939
3133,9300
19410,20617
10911,12505
9045,14056
2347,4868
14149,15151
758,9284
13134,21058
4142,7779
255,11681
2495,8434
20777,21703
8563,17024
2465,4322
9517,13817
15397,19534
14279,14491
9385,14580
295,9284
657,13435
4153,5689
2992,6780
3598,10552
16896,18464
4153,11691
5856,8028
7873,19957
5867,11036
9529,10107
9556,18082
1528,1528
1704,2308
11265,17814
8785,12063
6389,18995
11855,12479
17349,17410
2408,19666
1932,2416
5922,14495
10388,21289
